id,type,severity,date,facility,description,location
1-58TU2F,Accident/Injury - Serious,Critical,29/11/10,Curtin IDC,Client attended Medical centre for treatment to burnt left hand,EMU COMPOUND LAUNDRY AREA,
1-58HDBF,Contraband found,Minor,29/11/10,Christmas Island,Prohibited items were found after the major disturbance at Construction Camp.,Construction camp,
1-58H1F6,Self Harm - Actual,Critical,29/11/10,Northern IDC,"Client s. 47F(1) self harm by cutting left forearm with disposable razor, transported to RDH via ambulance",Darwin Airport Lodge room 55,
1-58HD88,Accident/Injury - Serious,Critical,29/11/10,Christmas Island,Two clients s. 47F(1) off site to CI Hospital for further treatment following injuries received from Disturbance ,Construction Camp,
1-58HDJ2,Escape - Attempted,Major,29/11/10,Villawood IDC,This incident relates to earlier IR Escape Successful s. 47F(1) After Serco viewed the CCTV footage it was clear that Client s. 47F(1) attempted to escape and assisted Client s. 47F(1) successfully escape from Blaxland,Zone 11 & Zone 12 off Blaxland,
1-58H0UY,Escape,Critical,29/11/10,Villawood IDC,"Code blue was called @ 2005hrs, while incident was happening in Blaxland visits area, a Client informed Serco officers off a window being kicked out in Dorm 1","Dorm 1 Laundry, and second window kicked out in Dorm 1 Room 3",
1-58HDP1,Damage - Minor,Minor,29/11/10,Christmas Island,Various windows and blocks were damaged as a result of the major disturbance linked to this incident.,Various blocks at Construction Camp,
1-58HDBC  ,Disturbance - Major,Major,29/11/10,Christmas Island,IRAQI/ IRANIAN/ INDONESIAN clients had a verbal and physical altercation with Afghan UAMs.,Construction Camp,
1-58GTKG  ,Accident/Injury - Serious,Critical,29/11/10,Northern IDC,Client s. 47F(1) conveyed to the Royal Darwin Hospital by Ambulance for chest pains.,ASTI APOD.,
1-58H0XG,Abusive/Aggressive Behaviour,Minor,29/11/10,Villawood IDC,"At approximatley 2000hrs Clients from Blaxland remained in the visits area, when Client were asked to leave incident occured",Visits area Blaxland,
1-58GP3A,Accident/Injury - Serious,Critical,29/11/10,Port Augusta IRH,,At approximately 1955 hours s. 47F(1) s. 47F(1) presented to the office with her husband s. 47F(1) s. 47F(1) is approximately 6 months pregnant. Her husband stated that she is losing water Tri-age was contacted immediately staff advised that an ambulance be rung this was done through 000 Team Leader Eagle and DIAC contact Tony Cenzato were notified s. 47F(1)was taken to Port Augusta Hospital via the ambulance with her husband and CSW Keane following in Serco Vehicle,
1-595L4A,Voluntary starvation (<24 hrs),Minor,29/11/10,Northern IDC,Client stated he would not eat until he spoke with DIAC.,NIDC South 1,
1-58SQ3X,Damage - Minor,Minor,29/11/10,Maribyrnong IDC,Inner Glass Door broken accidentally by Staff MemberI,Inner Glass Door at MIDC passageway,
1-58H0QU,Voluntary  Starvation - End of,Minor,29/11/10,Scherger IDC,Client s. 47F(1) was sighted eating a substantial meal a 1830 hours on the 29-11- 2010 in the client dinning room.,Scherger IDC client dinning room,
1-58FSZR,Self Harm - Threatened,Major,29/11/10,Villawood IDC,Client s. 47F(1) stated if he did not receive news from DIAC in 3 days he will harm a Serco officer or himself.,Fowler,
1-58GDTI,Voluntary starvation (<24 hrs),Minor,29/11/10,Perth IDC,Client states He will be going on voluntary starvation for two days in protest,Perth,
1-58FKGS,Voluntary starvation (>24 hrs),Major,29/11/10,Northern IDC,volunter starvation in protest of wanting community placement now.,Darwin Airport Lodge,
1-58F9DE,Accident/Injury - Serious,Critical,29/11/10,Northern IDC,family witholding food from child.,Darwin Airport Lodge,
1-58FSPS,Self Harm - Actual,Critical,29/11/10,Northern IDC,Client s. 47F(1) was taken to hospital with suspected head injuries after repeatedly banging his head against a wall.,South 1 - NIDC,
1-58G5QZ,Damage - Minor,Minor,29/11/10,Northern IDC,"Clients in Room 22 damage Hotel property T.V- Picture frame on wall, Frame around front door, And tamper with paddlock on back door were they are now able to open door.",Asti Apod Room 22,
1-58GDPX  ,Disturbance - Minor,Minor,29/11/10,Northern IDC,Two clients had a verbal disagreement over drying machine.,Asti Apod Laundry area,
1-58DG3O  ,Assault - Not OBH,Minor,29/11/10,Villawood IDC,Client s. 47F(1) claimed to be kicked by client s. 47F(1) ,VIDC Hughes compound Namoi 8.,
1-58FKB3,Disturbance - Minor,Minor,29/11/10,Brisbane ITA,Clients were cooking food in a frying pan on the stove top in a villa at Virginia Palms Motel APOD. Frying pan left unattended causing room to fill with smoke. No persons injured.,Virginia Palms Motel APOD,
1-58HDNS  ,Use of Force,Major,29/11/10,Villawood IDC,Client s. 47F(1) was abuisve and aggressive while in Dorm 3 after lock down - Client s. 47F(1) refused to go to his room,Dorm 3,
1-58C62Q,Accident/Injury - Serious,Critical,29/11/10,Northern IDC,Pregnant Client referred to RDH by IHMS. s.47F(1),Darwin Airport Lodge,
1-58BEO2,Accident/Injury - Serious,Critical,29/11/10,Northern IDC,dislocated shoulder UAM,Darwin Airport Lodge,
1-5A7HZS,Use of Restraints,Minor,29/11/10,Perth IDC,Mechanical Restraints applied to High Flight Risk Client for escort purposes,Fremantle Courthouse,
1-58F8UG,Escape,Critical,29/11/10,North West Point Immigration Facility,Code Green called at 0835 hours. Unknown client sighted climbing fence,Near Green and Blue compound,
1-58FTAK,Disturbance - Minor,Minor,29/11/10,North West Point Immigration Facility,Client was found on the roof with a contractor,Aqua,
1-58DG0Q  ,Voluntary starvation (>24 hrs),Major,29/11/10,Scherger IDC,Client s. 47F(1) currently reported as being on Voluntary Starvation <24hours has continued to refrain from eating and is now >24hours.,Scherger IDC Alpha Block.,
1-58A2JA,Self Harm - Actual,Critical,29/11/10,Villawood IDC,Client s. 47F(1) self harmed by cutting left forearm. Cuts appear to be superficial.,"Fowler Compound, VIDC",
1-58MLZT,Accident/Injury - Serious,Critical,29/11/10,Northern IDC,lower back pain caused by recent infection from possible ingrown hair.,Darwin Airport Lodge,
1-58FSO3,Complaint - re Minor Incident,Minor,29/11/10,Northern IDC,Complaints not resolved within timeframe.,Asti Motel,
1-58A2CW ,Disturbance - Major,Major,28/11/10,Christmas Island,A disturbance began after an arguement between clients of different nationalities concerning the telephones. Portal entry delayed Control/Telephone Area-Bravo/Charlie due to weapon searches.,and India/Juliet blocks,
1-58AU89,Accident/Injury - Serious,Critical,28/11/10,Maribyrnong IDC,Client s. 47F(1) taken to Western Hospital complaining of Chest Pains,MIDC,
1-58CPK5,Accident/Injury - Serious,Critical,28/11/10,Curtin IDC,Client crawled under vertical tin section by phone box and accidently scraped his back,Phone area near kitchen,
1-58A2FO,Voluntary starvation (<24 hrs),Minor,28/11/10,Scherger IDC,"Client s. 47F(1) has missed three consecutive meals, client states he is feeling down re: DIAC issues. He has been placed on Voluntary Starvation under 24 hours.","Scherger IDC, Alpha Block",
1-584AG6,Visitor-Other refused,Minor,28/11/10,Villawood IDC,"s.47F(1) was denied entry to visit due to being intoxicated, trying to smuggle an empty  plastic bottle inside the back of his T.shirt. The plastic bottle was inspected & it had a alcohol smell in it.","Villawoodcemtre control.IDC, Blaxland compound,",
1-5845F0,Accident/Injury - Serious,Critical,28/11/10,Northern IDC,Client s. 47F(1) escorted to RDH with severe headache/migraine.,ASTI Apod,
1-584SUY,Disturbance - Minor,Minor,28/11/10,Northern IDC,"During the football match between UAM's of Berremah House and the Asti a scuffle broke out between a couple of the clients ,it was broken up and the clients returned to there centres.",Timorese Social Club,
1-583YAY,Assault - Minor,Major,28/11/10,Gwalia Lodge,Alleged Assualt on s. 47F(1) by s. 47F(1),Leonoraroom 106APOD - Wedge Tail outside,
1-583TKY,Assault - Minor,Major,28/11/10,Gwalia Lodge,,Leonora APOD - Garden Gate.,
1-584ADF,Abusive/Aggressive Behaviour,Minor,28/11/10,Maribyrnong IDC,,"Zone A, Room 2.",
1-583LYR,Disturbance - Minor,Minor,28/11/10,Villawood IDC,Fire Alarm activated in the Client Visits area at approximately 12:45 pm,"Blaxland, VIDC - visits area",
1-5836V8,Damage - Minor,Minor,28/11/10,Villawood IDC,The Fire Alarm was activated in the Visits area at approximately 12:45 pm on 28 November 2010.,"Blaxland, VIDC - Visits Area",
1-583080,Damage - Minor,Minor,28/11/10,Villawood IDC,In Fowler compound Nepean 8A - clients have Graffiitied on the enterance door and  inside the room on the walls,"Fowler, Nepean 8A, VIDC",
1-582HCH,Accident/Injury - Serious,Critical,28/11/10,Northern IDC,Chest Pain and Solar Plex,Darwin Airport Lodge,
1-59DZNC,Assault - Serious,Critical,27/11/10,Curtin IDC,Information recieved from officers conducting POS that a client inappropiately  touched an officer.,Delta Fence Line,
1-57WBJW,Assault - Minor,Major,27/11/10,Curtin IDC,Client s. 47F(1) approached SERCO  officer and said he was assulted by s. 47F(1) s. 47F(1),Bravo Compound.,
1-57WBRM,Disturbance - Major,Major,27/11/10,Northern IDC,"Client barricaded himself and wife and one child in his room.Initially aggressive ,negotiators involved and successful outcome .","Room 107 DBlock,Darwin Airport Lodge.",
1-57WBJZ,Disturbance - Minor,Minor,27/11/10,Curtin IDC,"Client overturned bin, and pot plants over mess closing.",ECHIDNA Compound,
1-57VZHP,Damage - Minor,Minor,27/11/10,Northern IDC,3 windows broken by client's playing soccer and volleyball.,"Asti Room's 1,33,35",
1-580Y2L,Assault - Minor,Major,27/11/10,Northern IDC,Client claims he was assaulted by a member of staff,NIDC,
1-57VME8,Accident/Injury - Serious,Critical,27/11/10,Northern IDC,Client 2 months pregnant - s.47F(1),Darwin Airport Lodge,
1-57VMC9 ,Accident/Injury - Serious,Critical,27/11/10,Northern IDC,alledged allergic reaction to fish,Darwin Airport Lodge,
1-57VMB8,Accident/Injury - Serious,Critical,27/11/10,Northern IDC,,"client cough, fever",
1-57VMA4,Accident/Injury - Serious,Critical,27/11/10,Northern IDC,Lower back pain,Darwin Airport Lodge,
1-57V4QQ  ,Failure - IT Systems,Minor,27/11/10,Villawood IDC,Blaxland External Vehicle Gate Malfunction - not closing properly.,Blaxland,
1-57VZ9D,Damage - Minor,Minor,27/11/10,Maribyrnong IDC,"On Saturday 27th November at approximately 1440hrs client s. 47F(1) threw a chair at the window of the officer's station in Zone C, breaking it.","MIDC, Zone C common area.",
1-57VZ88,Assault - Minor,Major,27/11/10,Gwalia Lodge,alleged assult on client s. 47F(1) received by husban s. 47F(1),Leanora APOD room 89,
1-58FT22,Contraband found,Minor,27/11/10,Brisbane ITA,Client approached over the possession of a camera when on excursion. Client denied having a camera.  Please Note:  This incident was not entered into Portal System due to Access issues.,Virginia Palms Motel APOD,
1-57VMHM ,Assault - Minor,Major,27/11/10,North West Point Immigration Facility,Clients. 47F(1) was allegedly assaulted by client s. 47F(1),Aqua Compound,
1-57V4LK,Abusive/Aggressive Behaviour,Minor,27/11/10,Scherger IDC,s. 47F(1) were involved in an altercation in Alpha block.,Alpha block,
1-582H9I,Accident/Injury - Serious,Critical,27/11/10,Northern IDC,Arm Injury,Darwin Airport Lodge,
1-58FSU6,Complaint - re Minor Incident,Minor,27/11/10,Northern IDC,Complaints not resolved within timeframe.,Northern IDC,
1-57L3H8,Notification by Welfare Auth,Major,26/11/10,Villawood IDC,Visitor suspected of bringing in Drugs,Outside Centre,
1-57MQFM ,Accident/Injury - Serious,Critical,26/11/10,Gwalia Lodge,Rft provided by IHMS for medical escort to leonora Hospitat. Client under observation pending advice to transport to Kalgoorlie Hospital.,Medical Escort off site to Leonora Hospital,
1-57LKZ6,Accident/Injury - Serious,Critical,26/11/10,Northern IDC,Client playing Volleyball fell andf hurt her left leg near the ankle area.,ASTI APOD back carpark.,
1-57M3ZZ,Voluntary starvation (>24 hrs),Major,26/11/10,Curtin IDC,Client has informed DIAC and SERCO staff that he is on voluntary starvation,Curtin IDC Echo Compound room 148,
1-57L3BH,Self Harm - Threatened,Major,26/11/10,Villawood IDC,Client s. 47F(1) in a telephone call to his DIAC Case Manager threatened to harm self.,Fowler compound,
1-57MFQ3  ,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) not resolved within timescale.  a CSM KEMP seeking resolution.  Not resolved within timescale due to protracted incident/protest at NWP over the past week.,nwp,
1-57MFN3,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) not resolved within timescale.  a CSM KEMP seeking resolution.  Not resolved within timescale due to protracted incident/protest at NWP over the past week.,nwp,
1-57M4RA  ,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) not resolved within timescale.  a CSM KEMP seeking resolution.  Not resolved within timescale due to protracted incident/protest at NWP over the past week.,nwp,
1-57M4R2,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) not resolved within timescale.  Ops Manager jackson seeking resolution. Not resolved within timescale due to protracted incident/protest at NWP over the past week.,nwp,
1-57M4PQ  ,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) not resolved within timescale.  Ops Manager jackson seeking resolution. Not resolved within timescale due to protracted incident/protest at NWP over the past week.,NWP,
1-57M4OE  ,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) not resolved within timescale.  CSM Masters seeking resolution.  Not resolved within timescale due to proteacted incident/protest at NWP over the past week.,NWP,
1-57M4M8  ,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) not resolved within timescale.  CSM Dowling seeking resolution.  Not resolved within timescale due to proteacted incident/protest at NWP over the past week.,NWP,
1-57M4L6,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complain s. 47F(1) ot resolved within timescale.  aCSM Kemp seeking resolution.,NWP,
1-57M4KY,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) ot completed within timescale.  aCSM wilsden seeking resolution.,NWP,
1-57M4J2,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint  not resolved within timescale.  With CSM Kemp and Ops Manager Andrew Neville for resolution,NWP,
1-57M4GL,Complaint - re Minor Incident,Minor,26/11/10,North West Point Immigration Facility,Complaint s. 47F(1) not resolved within timescale.  Allocated to CSM Sophie Masters for resolution,NWP,
1-57LKTB,Escape - Attempted,Major,26/11/10,Northern IDC,Client absconded from Gove District Hospital.,"Gove District Hospital, Nhulunbuy.",
1-57JJW2,Media - Unauthorised presence,Critical,26/11/10,Villawood IDC,Media- Unknown reporting source onsite Birmingham Ave,Birmingham Ave Villawood out side gate of Villawood IDC,
1-57ISXV,Self Harm - Threatened,Major,26/11/10,Maribyrnong IDC,On Friday 26th November 2010 at approximately 1320 a response was called. Client s. 47F(1) was standing on a small table in the bathroom of his accomodation room Avoca 2.,MIDC Room Avoca 2,
1-58FSSH,Complaint - re Minor Incident,Minor,26/11/10,Northern IDC,Complaint not resolved within timeframe.,Northern IDC,
1-57L3OO,Assault - Minor,Major,25/11/10,Northern IDC,Client alleges assault on refusal to go to bed.,"Room 30, Botanic Gardens Appartments.",
1-579G6Q,Accident/Injury - Serious,Critical,25/11/10,Gwalia Lodge,Client s. 47F(1) taken to Hospital via ambulance,Room 31,
1-578X13,Assault - Not OBH,Minor,25/11/10,Northern IDC,Client s. 47F(1) with a chair outside the kitchen at the ASTI.Police contacted Event Numbe s. 47F(1) Nil visible injuries.,ASTI APOD DARWIN.,
